      Step     Time          Energy          fmax
BFGS:   21 17:10:51     -132.206802        0.247471
BFGS:   22 17:10:51     -132.222290        0.403660
BFGS:   23 17:10:51     -132.231781        0.257572
BFGS:   24 17:10:51     -132.240631        0.291185
BFGS:   25 17:10:51     -132.245697        0.243825
BFGS:   26 17:10:51     -132.254944        0.264386
BFGS:   27 17:10:51     -132.260788        0.161872
BFGS:   28 17:10:51     -132.263474        0.125154
BFGS:   29 17:10:51     -132.266113        0.180048
BFGS:   30 17:10:52     -132.270081        0.223609
BFGS:   31 17:10:52     -132.274628        0.203473
BFGS:   32 17:10:52     -132.277893        0.135977
BFGS:   33 17:10:52     -132.279892        0.091202
BFGS:   34 17:10:52     -132.281570        0.134797
BFGS:   35 17:10:52     -132.283936        0.181053
BFGS:   36 17:10:52     -132.287079        0.194207
BFGS:   37 17:10:52     -132.289963        0.165410
BFGS:   38 17:10:52     -132.292084        0.103235
BFGS:   39 17:10:52     -132.293854        0.119853
BFGS:   40 17:10:52     -132.296082        0.140527
BFGS:   41 17:10:53     -132.299149        0.200864
BFGS:   42 17:10:53     -132.301788        0.127793
BFGS:   43 17:10:53     -132.303299        0.118294
BFGS:   44 17:10:53     -132.304443        0.136442
BFGS:   45 17:10:53     -132.306015        0.156902
BFGS:   46 17:10:53     -132.308823        0.198568
BFGS:   47 17:10:53     -132.311386        0.143474
BFGS:   48 17:10:53     -132.312714        0.068602
BFGS:   49 17:10:53     -132.313385        0.050793
BFGS:   50 17:10:53     -132.314346        0.105312
BFGS:   51 17:10:53     -132.315765        0.159804
BFGS:   52 17:10:53     -132.317200        0.151410
BFGS:   53 17:10:54     -132.318130        0.088725
BFGS:   54 17:10:54     -132.318756        0.071896
BFGS:   55 17:10:54     -132.319672        0.076573
BFGS:   56 17:10:54     -132.321030        0.105066
BFGS:   57 17:10:54     -132.322418        0.095283
BFGS:   58 17:10:54     -132.323257        0.049198
      Step     Time          Energy          fmax
BFGS:    0 17:10:54     -131.270370        1.987923
BFGS:    1 17:10:54     -131.365036        1.265763
BFGS:    2 17:10:54     -131.491989        0.948466
BFGS:    3 17:10:55     -131.543243        0.862264
BFGS:    4 17:10:55     -131.576233        0.455343
BFGS:    5 17:10:55     -131.597488        0.585861
BFGS:    6 17:10:55     -131.618958        0.570786
BFGS:    7 17:10:55     -131.633881        0.421993
BFGS:    8 17:10:55     -131.645630        0.296769
BFGS:    9 17:10:55     -131.656723        0.519055
BFGS:   10 17:10:55     -131.680099        0.743933
BFGS:   11 17:10:55     -131.707748        0.564308
BFGS:   12 17:10:55     -131.725021        0.411929
BFGS:   13 17:10:55     -131.742798        0.521722
BFGS:   14 17:10:56     -131.772125        0.760380
BFGS:   15 17:10:56     -131.797089        0.961280
BFGS:   16 17:10:56     -131.815079        0.959566
BFGS:   17 17:10:56     -131.836304        0.450286
BFGS:   18 17:10:56     -131.849731        0.400235
BFGS:   19 17:10:56     -131.871689        0.409497
BFGS:   20 17:10:56     -131.881561        0.348775
BFGS:   21 17:10:56     -131.895828        0.346656
BFGS:   22 17:10:56     -131.903839        0.317138
BFGS:   23 17:10:56     -131.908676        0.247197
BFGS:   24 17:10:56     -131.914886        0.188494
BFGS:   25 17:10:57     -131.919266        0.148250
BFGS:   26 17:10:57     -131.921753        0.122564
BFGS:   27 17:10:57     -131.923859        0.168387
BFGS:   28 17:10:57     -131.927032        0.184298
BFGS:   29 17:10:57     -131.930222        0.202355
BFGS:   30 17:10:57     -131.933487        0.156379
BFGS:   31 17:10:57     -131.935852        0.102782
BFGS:   32 17:10:57     -131.937592        0.275367
BFGS:   33 17:10:57     -131.939697        0.162715
BFGS:   34 17:10:57     -131.944138        0.177720
BFGS:   35 17:10:57     -131.950974        0.318458
BFGS:   36 17:10:57     -131.955536        0.404601
BFGS:   37 17:10:58     -131.963547        0.475916
BFGS:   38 17:10:58     -131.976868        0.501593
BFGS:   39 17:10:58     -131.996231        0.505895
BFGS:   40 17:10:58     -132.018784        0.513914
BFGS:   41 17:10:58     -132.044876        0.448296
BFGS:   42 17:10:58     -132.055389        0.404768
BFGS:   43 17:10:58     -132.042877        1.686416
BFGS:   44 17:10:58     -132.080475        0.618014
BFGS:   45 17:10:58     -132.094421        0.398916
BFGS:   46 17:10:58     -132.125809        0.724518
BFGS:   47 17:10:58     -132.145676        0.560164
BFGS:   48 17:10:59     -132.160858        0.392594
BFGS:   49 17:10:59     -132.169113        0.280289
BFGS:   50 17:10:59     -132.187088        0.479116
BFGS:   51 17:10:59     -132.200180        0.527098
BFGS:   52 17:10:59     -132.212402        0.415990
BFGS:   53 17:10:59     -132.222336        0.258956
BFGS:   54 17:10:59     -132.230835        0.248484
BFGS:   55 17:10:59     -132.237823        0.274485
BFGS:   56 17:10:59     -132.247589        0.442857
BFGS:   57 17:10:59     -132.258087        0.345684
BFGS:   58 17:10:59     -132.266541        0.319094
BFGS:   59 17:11:00     -132.272629        0.159186
BFGS:   60 17:11:00     -132.278885        0.124543
BFGS:   61 17:11:00     -132.286469        0.362481
BFGS:   62 17:11:00     -132.293350        0.258334
BFGS:   63 17:11:00     -132.298294        0.271370
BFGS:   64 17:11:00     -132.301651        0.113482
BFGS:   65 17:11:00     -132.303558        0.085844
BFGS:   66 17:11:00     -132.305008        0.147174
BFGS:   67 17:11:00     -132.306442        0.162905
BFGS:   68 17:11:00     -132.307785        0.110300
BFGS:   69 17:11:00     -132.309509        0.063232
BFGS:   70 17:11:00     -132.310715        0.062951
BFGS:   71 17:11:01     -132.311371        0.073975
BFGS:   72 17:11:01     -132.311966        0.068734
BFGS:   73 17:11:01     -132.312805        0.048160
      Step     Time          Energy          fmax
BFGS:    0 17:11:01     -120.325928        3.909343
BFGS:    1 17:11:01     -120.557556        1.752964
BFGS:    2 17:11:01     -120.656754        1.134834
BFGS:    3 17:11:02     -120.681297        0.798282
BFGS:    4 17:11:02     -120.710625        0.355683
BFGS:    5 17:11:02     -120.715912        0.216897
BFGS:    6 17:11:02     -120.735588        0.248024
BFGS:    7 17:11:02     -120.740623        0.243026
BFGS:    8 17:11:02     -120.743118        0.181963
BFGS:    9 17:11:02     -120.745201        0.135669
BFGS:   10 17:11:02     -120.746880        0.127904
BFGS:   11 17:11:02     -120.747803        0.075624
BFGS:   12 17:11:02     -120.748283        0.073080
BFGS:   13 17:11:02     -120.748970        0.086752
BFGS:   14 17:11:02     -120.750198        0.153264
BFGS:   15 17:11:03     -120.752075        0.201921
BFGS:   16 17:11:03     -120.754280        0.187848
BFGS:   17 17:11:03     -120.756561        0.160156
BFGS:   18 17:11:03     -120.759270        0.206139
BFGS:   19 17:11:03     -120.763771        0.402060
BFGS:   20 17:11:03     -120.771370        0.654845
BFGS:   21 17:11:03     -120.784561        0.770504
BFGS:   22 17:11:03     -120.784531        1.334475
BFGS:   23 17:11:03     -120.798706        0.939335
BFGS:   24 17:11:03     -120.819679        0.409305
BFGS:   25 17:11:03     -120.837479        0.556061
BFGS:   26 17:11:03     -120.826599        2.526083
BFGS:   27 17:11:04     -120.893745        0.634243
BFGS:   28 17:11:04     -120.920914        0.587077
BFGS:   29 17:11:04     -120.959236        1.584230
BFGS:   30 17:11:04     -120.984848        0.443403
BFGS:   31 17:11:04     -121.000114        0.353367
BFGS:   32 17:11:04     -121.044441        0.984136
BFGS:   33 17:11:04     -121.068176        0.460599
BFGS:   34 17:11:04     -121.080879        0.428029
BFGS:   35 17:11:04     -121.094414        0.335455
BFGS:   36 17:11:04     -121.104973        0.290331
BFGS:   37 17:11:04     -121.124016        0.425781
BFGS:   38 17:11:05     -121.143738        0.603642
BFGS:   39 17:11:05     -121.166962        0.566859
BFGS:   40 17:11:05     -121.189163        0.372981
BFGS:   41 17:11:05     -121.203285        0.349800
BFGS:   42 17:11:05     -121.215172        0.418214
BFGS:   43 17:11:05     -121.234924        0.565189
BFGS:   44 17:11:05     -121.259811        0.578945
BFGS:   45 17:11:05     -121.287811        0.421678
BFGS:   46 17:11:05     -121.307068        0.263255
BFGS:   47 17:11:05     -121.316284        0.207193
BFGS:   48 17:11:05     -121.325668        0.317433
BFGS:   49 17:11:05     -121.338959        0.284249
BFGS:   50 17:11:06     -121.353951        0.152125
BFGS:   51 17:11:06     -121.362099        0.444491
BFGS:   52 17:11:06     -121.367386        0.130733
BFGS:   53 17:11:06     -121.371567        0.119814
BFGS:   54 17:11:06     -121.379150        0.196582
BFGS:   55 17:11:06     -121.384567        0.225353
BFGS:   56 17:11:06     -121.390640        0.199289
BFGS:   57 17:11:06     -121.395172        0.162394
BFGS:   58 17:11:06     -121.400406        0.132836
BFGS:   59 17:11:06     -121.406082        0.134529
BFGS:   60 17:11:06     -121.412254        0.189887
BFGS:   61 17:11:07     -121.417542        0.210234
BFGS:   62 17:11:07     -121.421822        0.211407
BFGS:   63 17:11:07     -121.425446        0.148180
BFGS:   64 17:11:07     -121.428360        0.111085
BFGS:   65 17:11:07     -121.430580        0.121491
BFGS:   66 17:11:07     -121.433075        0.129770
BFGS:   67 17:11:07     -121.435753        0.118943
BFGS:   68 17:11:07     -121.438766        0.156904
BFGS:   69 17:11:07     -121.441818        0.152047
BFGS:   70 17:11:07     -121.444366        0.083804
BFGS:   71 17:11:07     -121.446060        0.079065
BFGS:   72 17:11:07     -121.447449        0.078774
BFGS:   73 17:11:08     -121.449455        0.128117
BFGS:   74 17:11:08     -121.452271        0.142756
BFGS:   75 17:11:08     -121.455177        0.104894
BFGS:   76 17:11:08     -121.457199        0.123402
BFGS:   77 17:11:08     -121.458389        0.117380
BFGS:   78 17:11:08     -121.459671        0.149262
BFGS:   79 17:11:08     -121.461334        0.173149
BFGS:   80 17:11:08     -121.464821        0.140354
BFGS:   81 17:11:08     -121.465897        0.093059
BFGS:   82 17:11:08     -121.467323        0.072489
BFGS:   83 17:11:08     -121.469070        0.083720
BFGS:   84 17:11:09     -121.472168        0.087775
BFGS:   85 17:11:09     -121.474670        0.297945
BFGS:   86 17:11:09     -121.469231        0.598253
BFGS:   87 17:11:09     -121.477020        0.116608
BFGS:   88 17:11:09     -121.477791        0.100467
BFGS:   89 17:11:09     -121.480705        0.073093
BFGS:   90 17:11:09     -121.482178        0.092774
BFGS:   91 17:11:09     -121.484612        0.086430
BFGS:   92 17:11:09     -121.485596        0.066796
BFGS:   93 17:11:09     -121.486610        0.059716
BFGS:   94 17:11:09     -121.487854        0.057152
BFGS:   95 17:11:09     -121.489532        0.068444
BFGS:   96 17:11:10     -121.490898        0.073983
BFGS:   97 17:11:10     -121.491714        0.060786
BFGS:   98 17:11:10     -121.492264        0.042180
      Step     Time          Energy          fmax
BFGS:    0 17:11:10     -119.856071        4.174337
BFGS:    1 17:11:10     -120.094902        2.348857
BFGS:    2 17:11:10     -120.266617        1.532255
BFGS:    3 17:11:10     -120.335770        1.662415
BFGS:    4 17:11:10     -120.462158        1.361224
BFGS:    5 17:11:11     -120.530106        1.073547
BFGS:    6 17:11:11     -120.596687        1.305649
BFGS:    7 17:11:11     -120.734596        2.009137
BFGS:    8 17:11:11     -120.851784        1.094021
BFGS:    9 17:11:11     -120.895615        0.576227
BFGS:   10 17:11:11     -120.929115        0.738542
BFGS:   11 17:11:11     -121.040764        1.563645
BFGS:   12 17:11:11     -121.095650        1.570231
BFGS:   13 17:11:11     -121.155762        1.021557
BFGS:   14 17:11:11     -121.188713        0.529486
BFGS:   15 17:11:11     -121.208076        0.747691
BFGS:   16 17:11:11     -121.243500        0.988974
BFGS:   17 17:11:12     -121.275131        0.764869
BFGS:   18 17:11:12     -121.300140        0.623010
BFGS:   19 17:11:12     -121.314178        0.171559
BFGS:   20 17:11:12     -121.320312        0.189115
BFGS:   21 17:11:12     -121.325722        0.267365
BFGS:   22 17:11:12     -121.338058        0.321171
BFGS:   23 17:11:12     -121.343620        0.190633
BFGS:   24 17:11:12     -121.346130        0.100819
BFGS:   25 17:11:12     -121.348053        0.145515
BFGS:   26 17:11:12     -121.351013        0.230011
BFGS:   27 17:11:12     -121.354179        0.225029
BFGS:   28 17:11:13     -121.356415        0.121648
BFGS:   29 17:11:13     -121.357590        0.108919
BFGS:   30 17:11:13     -121.358582        0.085919
BFGS:   31 17:11:13     -121.359955        0.139492
BFGS:   32 17:11:13     -121.361687        0.155278
BFGS:   33 17:11:13     -121.363441        0.168393
BFGS:   34 17:11:13     -121.365051        0.155743
BFGS:   35 17:11:13     -121.366432        0.098212
BFGS:   36 17:11:13     -121.367287        0.103274
BFGS:   37 17:11:13     -121.368050        0.110884
BFGS:   38 17:11:13     -121.369034        0.152401
BFGS:   39 17:11:13     -121.370338        0.155968
BFGS:   40 17:11:14     -121.371887        0.113499
BFGS:   41 17:11:14     -121.373138        0.072613
BFGS:   42 17:11:14     -121.374100        0.083763
BFGS:   43 17:11:14     -121.375130        0.104979
BFGS:   44 17:11:14     -121.376671        0.147989
BFGS:   45 17:11:14     -121.378571        0.155009
BFGS:   46 17:11:14     -121.380112        0.091370
BFGS:   47 17:11:14     -121.380936        0.075337
BFGS:   48 17:11:14     -121.381401        0.104297
BFGS:   49 17:11:14     -121.381989        0.080637
BFGS:   50 17:11:14     -121.382851        0.061866
BFGS:   51 17:11:15     -121.384270        0.048644
      Step     Time          Energy          fmax
BFGS:    0 17:11:15     -120.286041        4.348420
BFGS:    1 17:11:15     -120.576836        2.450643
BFGS:    2 17:11:15     -120.853783        1.969155
BFGS:    3 17:11:15     -120.962151        2.007262
BFGS:    4 17:11:15     -121.118988        1.159346
BFGS:    5 17:11:15     -121.166275        0.783262
BFGS:    6 17:11:15     -121.212593        0.962405
BFGS:    7 17:11:15     -121.261330        0.915216
BFGS:    8 17:11:16     -121.280014        0.528073
BFGS:    9 17:11:16     -121.290802        0.332707
BFGS:   10 17:11:16     -121.306564        0.488768
BFGS:   11 17:11:16     -121.321777        0.582306
BFGS:   12 17:11:16     -121.334328        0.400090
BFGS:   13 17:11:16     -121.340851        0.178573
BFGS:   14 17:11:16     -121.345009        0.219004
BFGS:   15 17:11:16     -121.351212        0.461098
BFGS:   16 17:11:16     -121.360634        0.587892
BFGS:   17 17:11:16     -121.368927        0.416591
BFGS:   18 17:11:16     -121.372971        0.124889
BFGS:   19 17:11:16     -121.375183        0.093621
BFGS:   20 17:11:17     -121.377853        0.247679
BFGS:   21 17:11:17     -121.381874        0.351488
BFGS:   22 17:11:17     -121.386101        0.297447
BFGS:   23 17:11:17     -121.388954        0.110412
BFGS:   24 17:11:17     -121.390488        0.076557
BFGS:   25 17:11:17     -121.392059        0.178431
BFGS:   26 17:11:17     -121.394981        0.277187
BFGS:   27 17:11:17     -121.398621        0.268586
BFGS:   28 17:11:17     -121.401314        0.133205
BFGS:   29 17:11:17     -121.402550        0.208590
BFGS:   30 17:11:17     -121.404373        0.252500
BFGS:   31 17:11:17     -121.406364        0.200699
BFGS:   32 17:11:18     -121.414886        0.327894
BFGS:   33 17:11:18     -121.418259        0.231341
BFGS:   34 17:11:18     -121.422493        0.335142
BFGS:   35 17:11:18     -121.426468        0.171060
BFGS:   36 17:11:18     -121.430779        0.240159
BFGS:   37 17:11:18     -121.436729        0.265757
BFGS:   38 17:11:18     -121.441772        0.215689
BFGS:   39 17:11:18     -121.443695        0.244443
BFGS:   40 17:11:18     -121.446220        0.155090
BFGS:   41 17:11:18     -121.453987        0.178594
BFGS:   42 17:11:18     -121.460861        0.094357
BFGS:   43 17:11:19     -121.464897        0.180178
BFGS:   44 17:11:19     -121.467003        0.139395
BFGS:   45 17:11:19     -121.471100        0.393923
BFGS:   46 17:11:19     -121.475273        0.117364
BFGS:   47 17:11:19     -121.480331        0.197041
BFGS:   48 17:11:19     -121.487694        0.317750
BFGS:   49 17:11:19     -121.490936        0.182752
BFGS:   50 17:11:19     -121.497200        0.223676
BFGS:   51 17:11:19     -121.502258        0.362259
BFGS:   52 17:11:19     -121.505928        0.136954
BFGS:   53 17:11:19     -121.511322        0.205294
BFGS:   54 17:11:19     -121.519592        0.172908
BFGS:   55 17:11:20     -121.522629        0.091350
BFGS:   56 17:11:20     -121.524872        0.106508
BFGS:   57 17:11:20     -121.528076        0.161901
BFGS:   58 17:11:20     -121.533012        0.233785
BFGS:   59 17:11:20     -121.537865        0.185128
BFGS:   60 17:11:20     -121.540886        0.192999
BFGS:   61 17:11:20     -121.542267        0.131957
BFGS:   62 17:11:20     -121.543610        0.069158
BFGS:   63 17:11:20     -121.545235        0.063103
BFGS:   64 17:11:20     -121.547752        0.085988
BFGS:   65 17:11:20     -121.548439        0.083647
BFGS:   66 17:11:20     -121.548828        0.067949
BFGS:   67 17:11:21     -121.549225        0.059917
BFGS:   68 17:11:21     -121.549889        0.045692
      Step     Time          Energy          fmax
BFGS:    0 17:11:21     -125.167923        1.139956
BFGS:    1 17:11:21     -125.196289        0.319755
BFGS:    2 17:11:21     -125.210068        0.281820
BFGS:    3 17:11:21     -125.242439        0.658463
BFGS:    4 17:11:22     -125.255669        0.651456
BFGS:    5 17:11:22     -125.272148        0.342637
BFGS:    6 17:11:22     -125.279129        0.321946
BFGS:    7 17:11:22     -125.284782        0.267919
BFGS:    8 17:11:22     -125.288544        0.210251
BFGS:    9 17:11:22     -125.291817        0.208047
BFGS:   10 17:11:22     -125.296028        0.229097
BFGS:   11 17:11:22     -125.301239        0.333880
BFGS:   12 17:11:22     -125.307037        0.318587
BFGS:   13 17:11:22     -125.313568        0.300414
BFGS:   14 17:11:22     -125.320496        0.275896
BFGS:   15 17:11:22     -125.327698        0.366982
BFGS:   16 17:11:23     -125.338394        0.501925
BFGS:   17 17:11:23     -125.349449        0.399552
BFGS:   18 17:11:23     -125.353516        0.426362
BFGS:   19 17:11:23     -125.357368        0.433128
BFGS:   20 17:11:23     -125.361687        0.180053
BFGS:   21 17:11:23     -125.367371        0.214102
BFGS:   22 17:11:23     -125.373871        0.390664
BFGS:   23 17:11:23     -125.379868        0.404650
BFGS:   24 17:11:23     -125.386665        0.292610
BFGS:   25 17:11:23     -125.394089        0.215070
BFGS:   26 17:11:23     -125.401871        0.194421
BFGS:   27 17:11:24     -125.407578        0.188030
BFGS:   28 17:11:24     -125.411079        0.317987
BFGS:   29 17:11:24     -125.411499        0.326309
BFGS:   30 17:11:24     -125.415596        0.168214
BFGS:   31 17:11:24     -125.418320        0.161169
BFGS:   32 17:11:24     -125.422897        0.139998
BFGS:   33 17:11:24     -125.425049        0.123986
BFGS:   34 17:11:24     -125.427238        0.120923
BFGS:   35 17:11:24     -125.429070        0.137746
BFGS:   36 17:11:24     -125.432877        0.131355
BFGS:   37 17:11:24     -125.436195        0.115692
BFGS:   38 17:11:24     -125.439423        0.150471
BFGS:   39 17:11:25     -125.443344        0.198310
BFGS:   40 17:11:25     -125.450058        0.235406
BFGS:   41 17:11:25     -125.458290        0.207132
BFGS:   42 17:11:25     -125.465698        0.185488
BFGS:   43 17:11:25     -125.471535        0.129775
BFGS:   44 17:11:25     -125.475624        0.128824
BFGS:   45 17:11:25     -125.480034        0.222089
BFGS:   46 17:11:25     -125.484177        0.179306
BFGS:   47 17:11:25     -125.487946        0.260519
BFGS:   48 17:11:25     -125.491241        0.203424
BFGS:   49 17:11:25     -125.494904        0.223697
BFGS:   50 17:11:26     -125.498894        0.199792
BFGS:   51 17:11:26     -125.502869        0.148661
BFGS:   52 17:11:26     -125.505249        0.148687
BFGS:   53 17:11:26     -125.507011        0.158523
BFGS:   54 17:11:26     -125.508873        0.168067
BFGS:   55 17:11:26     -125.510742        0.139625
BFGS:   56 17:11:26     -125.512840        0.070572
BFGS:   57 17:11:26     -125.513657        0.075104
BFGS:   58 17:11:26     -125.514832        0.078782
BFGS:   59 17:11:26     -125.515968        0.094361
BFGS:   60 17:11:26     -125.517502        0.079731
BFGS:   61 17:11:26     -125.518623        0.055151
BFGS:   62 17:11:27     -125.519241        0.040138
      Step     Time          Energy          fmax
BFGS:    0 17:11:27     -124.661560        1.392619
BFGS:    1 17:11:27     -124.703613        0.548329
BFGS:    2 17:11:27     -124.742714        0.756489
BFGS:    3 17:11:27     -124.803032        0.815425
BFGS:    4 17:11:27     -124.832695        0.633184
BFGS:    5 17:11:27     -124.859459        0.608722
BFGS:    6 17:11:27     -124.892876        0.853970
BFGS:    7 17:11:28     -124.936707        1.040804
BFGS:    8 17:11:28     -124.984192        1.284622
BFGS:    9 17:11:28     -125.033386        1.162120
BFGS:   10 17:11:28     -125.101967        1.053622
BFGS:   11 17:11:28     -125.187698        1.240565
BFGS:   12 17:11:28     -125.167633        2.899858
BFGS:   13 17:11:28     -125.259079        0.893539
BFGS:   14 17:11:28     -125.277016        0.723995
BFGS:   15 17:11:28     -125.317528        0.765366
BFGS:   16 17:11:28     -125.347092        0.760856
BFGS:   17 17:11:28     -125.379784        0.675458
BFGS:   18 17:11:28     -125.402557        0.646575
BFGS:   19 17:11:29     -125.420227        0.648897
BFGS:   20 17:11:29     -125.438286        0.350317
BFGS:   21 17:11:29     -125.450752        0.484265
BFGS:   22 17:11:29     -125.462006        0.337106
BFGS:   23 17:11:29     -125.473808        0.474048
BFGS:   24 17:11:29     -125.486176        0.464599
BFGS:   25 17:11:29     -125.498474        0.545072
BFGS:   26 17:11:29     -125.507591        0.411148
BFGS:   27 17:11:29     -125.515038        0.266465
BFGS:   28 17:11:29     -125.521339        0.269752
BFGS:   29 17:11:29     -125.529373        0.427080
BFGS:   30 17:11:30     -125.540634        0.485280
BFGS:   31 17:11:30     -125.553963        0.435570
BFGS:   32 17:11:30     -125.565056        0.361414
BFGS:   33 17:11:30     -125.571983        0.219229
BFGS:   34 17:11:30     -125.578049        0.306775
BFGS:   35 17:11:30     -125.585243        0.324822
BFGS:   36 17:11:30     -125.593468        0.419646
BFGS:   37 17:11:30     -125.600258        0.355000
BFGS:   38 17:11:30     -125.604416        0.180607
BFGS:   39 17:11:30     -125.607307        0.192757
BFGS:   40 17:11:30     -125.610924        0.308458
BFGS:   41 17:11:30     -125.615860        0.334691
BFGS:   42 17:11:31     -125.620857        0.226898
BFGS:   43 17:11:31     -125.624901        0.181748
BFGS:   44 17:11:31     -125.628082        0.202526
BFGS:   45 17:11:31     -125.630981        0.238127
BFGS:   46 17:11:31     -125.635338        0.291146
BFGS:   47 17:11:31     -125.644981        0.293114
BFGS:   48 17:11:31     -125.650696        0.173568
BFGS:   49 17:11:31     -125.654648        0.095243
BFGS:   50 17:11:31     -125.656746        0.168653
BFGS:   51 17:11:31     -125.658943        0.137483
BFGS:   52 17:11:31     -125.661926        0.127949
BFGS:   53 17:11:31     -125.667702        0.106975
BFGS:   54 17:11:32     -125.669022        0.120099
BFGS:   55 17:11:32     -125.670288        0.084994
BFGS:   56 17:11:32     -125.671555        0.075552
BFGS:   57 17:11:32     -125.673317        0.094978
BFGS:   58 17:11:32     -125.674652        0.137324
BFGS:   59 17:11:32     -125.675804        0.141685
BFGS:   60 17:11:32     -125.676811        0.104883
BFGS:   61 17:11:32     -125.677765        0.061249
BFGS:   62 17:11:32     -125.678528        0.055400
BFGS:   63 17:11:32     -125.679214        0.073031
BFGS:   64 17:11:32     -125.679909        0.083766
BFGS:   65 17:11:33     -125.680557        0.073612
BFGS:   66 17:11:33     -125.681000        0.047092
      Step     Time          Energy          fmax
BFGS:    0 17:11:33     -124.909004        1.139908
BFGS:    1 17:11:33     -124.950577        0.745468
BFGS:    2 17:11:33     -125.005196        0.805740
BFGS:    3 17:11:33     -125.084732        1.155228
BFGS:    4 17:11:33     -125.114578        0.924282
BFGS:    5 17:11:33     -125.146614        0.516235
BFGS:    6 17:11:33     -125.168335        0.594412
BFGS:    7 17:11:34     -125.184883        0.545516
BFGS:    8 17:11:34     -125.204025        0.439367
BFGS:    9 17:11:34     -125.213463        0.387061
BFGS:   10 17:11:34     -125.227112        0.408531
BFGS:   11 17:11:34     -125.242279        0.521151
BFGS:   12 17:11:34     -125.257729        0.454338
BFGS:   13 17:11:34     -125.273735        0.402860
BFGS:   14 17:11:34     -125.290031        0.427824
BFGS:   15 17:11:34     -125.302246        0.591454
BFGS:   16 17:11:34     -125.320320        0.702923
BFGS:   17 17:11:34     -125.339409        0.455755
BFGS:   18 17:11:35     -125.348244        0.254672
BFGS:   19 17:11:35     -125.354294        0.213327
BFGS:   20 17:11:35     -125.360748        0.264776
BFGS:   21 17:11:35     -125.367287        0.309894
BFGS:   22 17:11:35     -125.374458        0.276756
BFGS:   23 17:11:35     -125.382187        0.318121
BFGS:   24 17:11:35     -125.388718        0.285521
BFGS:   25 17:11:35     -125.393822        0.390395
BFGS:   26 17:11:35     -125.404449        0.439529
BFGS:   27 17:11:35     -125.417435        0.556286
BFGS:   28 17:11:35     -125.430649        0.584567
BFGS:   29 17:11:35     -125.448174        0.309017
BFGS:   30 17:11:36     -125.459480        0.356739
BFGS:   31 17:11:36     -125.469208        0.426809
BFGS:   32 17:11:36     -125.482788        0.500373
BFGS:   33 17:11:36     -125.496414        0.395530
BFGS:   34 17:11:36     -125.505424        0.220800
BFGS:   35 17:11:36     -125.511101        0.189692
BFGS:   36 17:11:36     -125.515945        0.198233
BFGS:   37 17:11:36     -125.526123        0.258882
BFGS:   38 17:11:36     -125.533997        0.279700
BFGS:   39 17:11:36     -125.538841        0.185553
BFGS:   40 17:11:36     -125.542572        0.171457
BFGS:   41 17:11:37     -125.546211        0.254318
BFGS:   42 17:11:37     -125.550255        0.249204
BFGS:   43 17:11:37     -125.557922        0.250985
BFGS:   44 17:11:37     -125.563011        0.189548
BFGS:   45 17:11:37     -125.567154        0.115776
BFGS:   46 17:11:37     -125.569923        0.130730
BFGS:   47 17:11:37     -125.572502        0.218630
BFGS:   48 17:11:37     -125.575920        0.271895
BFGS:   49 17:11:37     -125.580467        0.284056
BFGS:   50 17:11:37     -125.584755        0.198082
BFGS:   51 17:11:37     -125.587807        0.116374
BFGS:   52 17:11:37     -125.589775        0.184974
BFGS:   53 17:11:38     -125.592148        0.214534
BFGS:   54 17:11:38     -125.596306        0.302628
BFGS:   55 17:11:38     -125.600983        0.201324
BFGS:   56 17:11:38     -125.604576        0.198580
BFGS:   57 17:11:38     -125.607216        0.157574
BFGS:   58 17:11:38     -125.609566        0.146179
BFGS:   59 17:11:38     -125.613403        0.235346
BFGS:   60 17:11:38     -125.619774        0.271284
BFGS:   61 17:11:38     -125.626198        0.196964
BFGS:   62 17:11:38     -125.629860        0.143062
BFGS:   63 17:11:38     -125.633476        0.201362
BFGS:   64 17:11:39     -125.636856        0.196040
BFGS:   65 17:11:39     -125.642784        0.292143
BFGS:   66 17:11:39     -125.647171        0.282666
BFGS:   67 17:11:39     -125.652054        0.210248
BFGS:   68 17:11:39     -125.656288        0.164794
BFGS:   69 17:11:39     -125.659721        0.133018
BFGS:   70 17:11:39     -125.662064        0.092542
BFGS:   71 17:11:39     -125.664017        0.176343
BFGS:   72 17:11:39     -125.664703        0.257855
BFGS:   73 17:11:39     -125.667969        0.143719
BFGS:   74 17:11:39     -125.669991        0.135820
BFGS:   75 17:11:39     -125.671944        0.129925
BFGS:   76 17:11:40     -125.672997        0.080274
BFGS:   77 17:11:40     -125.674675        0.118981
BFGS:   78 17:11:40     -125.676186        0.187516
BFGS:   79 17:11:40     -125.677773        0.180318
BFGS:   80 17:11:40     -125.679024        0.132472
BFGS:   81 17:11:40     -125.680389        0.062196
BFGS:   82 17:11:40     -125.681534        0.060143
BFGS:   83 17:11:40     -125.682297        0.058048
BFGS:   84 17:11:40     -125.682892        0.061110
BFGS:   85 17:11:40     -125.683640        0.068169
BFGS:   86 17:11:40     -125.684563        0.056512
BFGS:   87 17:11:41     -125.685379        0.064390
BFGS:   88 17:11:41     -125.685852        0.045032
      Step     Time          Energy          fmax
BFGS:    0 17:11:41     -113.087395        2.359753
BFGS:    1 17:11:41     -113.186081        1.859318
BFGS:    2 17:11:41     -113.251045        2.954541
