      Step     Time          Energy          fmax
BFGS:    3 17:11:42     -113.348343        1.094671
BFGS:    4 17:11:42     -113.388306        1.012795
BFGS:    5 17:11:42     -113.590240        2.300009
BFGS:    6 17:11:42     -113.705139        1.332990
BFGS:    7 17:11:42     -113.759674        0.468147
BFGS:    8 17:11:42     -113.779457        0.475193
BFGS:    9 17:11:42     -113.846008        1.195542
BFGS:   10 17:11:42     -113.875214        0.778687
BFGS:   11 17:11:42     -113.913490        0.731757
BFGS:   12 17:11:42     -113.949532        0.729866
BFGS:   13 17:11:42     -114.012756        1.220150
BFGS:   14 17:11:42     -114.168297        1.944881
BFGS:   15 17:11:43     -113.684074        5.883948
BFGS:   16 17:11:43     -114.286018        1.372542
BFGS:   17 17:11:43     -114.341522        0.929797
BFGS:   18 17:11:43     -114.436646        0.692006
BFGS:   19 17:11:43     -114.473351        0.624772
BFGS:   20 17:11:43     -114.557556        0.728219
BFGS:   21 17:11:43     -114.597961        0.743365
BFGS:   22 17:11:43     -114.648979        0.554374
BFGS:   23 17:11:43     -114.677200        0.347025
BFGS:   24 17:11:43     -114.693222        0.386486
BFGS:   25 17:11:43     -114.715820        0.520078
BFGS:   26 17:11:43     -114.744286        0.513277
BFGS:   27 17:11:44     -114.760849        0.330665
BFGS:   28 17:11:44     -114.774811        0.254977
BFGS:   29 17:11:44     -114.785103        0.312920
BFGS:   30 17:11:44     -114.798119        0.397619
BFGS:   31 17:11:44     -114.812691        0.390215
BFGS:   32 17:11:44     -114.826988        0.255936
BFGS:   33 17:11:44     -114.836449        0.266010
BFGS:   34 17:11:44     -114.844902        0.319845
BFGS:   35 17:11:44     -114.859352        0.396987
BFGS:   36 17:11:44     -114.874878        0.341020
BFGS:   37 17:11:44     -114.885025        0.327190
BFGS:   38 17:11:45     -114.889816        0.189476
BFGS:   39 17:11:45     -114.895432        0.207956
BFGS:   40 17:11:45     -114.902390        0.227321
BFGS:   41 17:11:45     -114.908440        0.201320
BFGS:   42 17:11:45     -114.914536        0.143716
BFGS:   43 17:11:45     -114.918427        0.159850
BFGS:   44 17:11:45     -114.921432        0.165780
BFGS:   45 17:11:45     -114.925018        0.108366
BFGS:   46 17:11:45     -114.928795        0.142977
BFGS:   47 17:11:45     -114.932869        0.240946
BFGS:   48 17:11:45     -114.937607        0.287629
BFGS:   49 17:11:45     -114.941841        0.189124
BFGS:   50 17:11:46     -114.944511        0.086589
BFGS:   51 17:11:46     -114.946587        0.123108
BFGS:   52 17:11:46     -114.949120        0.240140
BFGS:   53 17:11:46     -114.952469        0.297819
BFGS:   54 17:11:46     -114.955658        0.233697
BFGS:   55 17:11:46     -114.957573        0.094408
BFGS:   56 17:11:46     -114.958733        0.072456
BFGS:   57 17:11:46     -114.960022        0.124611
BFGS:   58 17:11:46     -114.961922        0.181555
BFGS:   59 17:11:46     -114.964020        0.153410
BFGS:   60 17:11:46     -114.965538        0.059403
BFGS:   61 17:11:47     -114.966415        0.066476
BFGS:   62 17:11:47     -114.967201        0.123245
BFGS:   63 17:11:47     -114.968529        0.172658
BFGS:   64 17:11:47     -114.970436        0.173880
BFGS:   65 17:11:47     -114.972168        0.101983
BFGS:   66 17:11:47     -114.973343        0.065572
BFGS:   67 17:11:47     -114.974380        0.083993
BFGS:   68 17:11:47     -114.975838        0.149198
BFGS:   69 17:11:47     -114.978477        0.203828
BFGS:   70 17:11:47     -114.982307        0.215063
BFGS:   71 17:11:47     -114.986382        0.151197
BFGS:   72 17:11:47     -114.990166        0.129651
BFGS:   73 17:11:48     -114.993515        0.128959
BFGS:   74 17:11:48     -114.998230        0.197983
BFGS:   75 17:11:48     -115.003189        0.355314
BFGS:   76 17:11:48     -115.011055        0.382304
BFGS:   77 17:11:48     -115.019043        0.239651
BFGS:   78 17:11:48     -115.032448        0.145184
BFGS:   79 17:11:48     -115.035187        0.254721
BFGS:   80 17:11:48     -115.039909        0.137016
BFGS:   81 17:11:48     -115.039093        0.395462
BFGS:   82 17:11:48     -115.050003        0.147676
BFGS:   83 17:11:48     -115.055130        0.205991
BFGS:   84 17:11:48     -115.061508        0.300890
BFGS:   85 17:11:49     -115.066818        0.136748
BFGS:   86 17:11:49     -115.070160        0.118017
BFGS:   87 17:11:49     -115.073334        0.087119
BFGS:   88 17:11:49     -115.076042        0.083045
BFGS:   89 17:11:49     -115.078293        0.101983
BFGS:   90 17:11:49     -115.080528        0.100157
BFGS:   91 17:11:49     -115.082230        0.076805
BFGS:   92 17:11:49     -115.083488        0.039174
      Step     Time          Energy          fmax
BFGS:    0 17:11:49     -113.012436        2.981024
BFGS:    1 17:11:50     -113.167793        2.601543
BFGS:    2 17:11:50     -113.652969        1.913236
BFGS:    3 17:11:50     -113.886421        2.409219
BFGS:    4 17:11:50     -114.168434        2.398683
BFGS:    5 17:11:50     -114.471474        1.744907
BFGS:    6 17:11:50     -114.539482        2.420354
BFGS:    7 17:11:50     -114.618614        0.676095
BFGS:    8 17:11:50     -114.661003        0.645205
BFGS:    9 17:11:50     -114.825272        0.857026
BFGS:   10 17:11:50     -114.848457        0.507387
BFGS:   11 17:11:50     -114.871208        0.428347
BFGS:   12 17:11:51     -114.884911        0.645621
BFGS:   13 17:11:51     -114.926155        0.909062
BFGS:   14 17:11:51     -114.953186        0.677046
BFGS:   15 17:11:51     -114.967010        0.259537
BFGS:   16 17:11:51     -114.973999        0.195281
BFGS:   17 17:11:51     -114.981705        0.302389
BFGS:   18 17:11:51     -114.992020        0.441063
BFGS:   19 17:11:51     -115.000465        0.326828
BFGS:   20 17:11:51     -115.004227        0.101027
BFGS:   21 17:11:51     -115.005928        0.105462
BFGS:   22 17:11:51     -115.008202        0.186796
BFGS:   23 17:11:52     -115.011734        0.261932
BFGS:   24 17:11:52     -115.014900        0.200632
BFGS:   25 17:11:52     -115.016479        0.069601
BFGS:   26 17:11:52     -115.017197        0.053963
BFGS:   27 17:11:52     -115.017906        0.103781
BFGS:   28 17:11:52     -115.019096        0.167160
BFGS:   29 17:11:52     -115.020508        0.169417
BFGS:   30 17:11:52     -115.021553        0.096750
BFGS:   31 17:11:52     -115.022087        0.044324
      Step     Time          Energy          fmax
BFGS:    0 17:11:52     -113.178696        2.847569
BFGS:    1 17:11:53     -113.340256        2.555877
BFGS:    2 17:11:53     -113.927078        2.226686
BFGS:    3 17:11:53     -113.977951        4.607831
BFGS:    4 17:11:53     -114.228348        2.029969
BFGS:    5 17:11:53     -114.390610        1.070773
BFGS:    6 17:11:53     -114.500427        0.919668
BFGS:    7 17:11:53     -114.566383        0.988247
BFGS:    8 17:11:53     -114.648193        0.831148
BFGS:    9 17:11:53     -114.728058        0.689742
BFGS:   10 17:11:53     -114.750778        0.454676
BFGS:   11 17:11:53     -114.772430        0.433073
BFGS:   12 17:11:54     -114.796127        0.491300
BFGS:   13 17:11:54     -114.820831        0.460017
BFGS:   14 17:11:54     -114.843460        0.482721
BFGS:   15 17:11:54     -114.861320        0.444228
BFGS:   16 17:11:54     -114.876671        0.443392
BFGS:   17 17:11:54     -114.890991        0.383729
BFGS:   18 17:11:54     -114.899948        0.413614
BFGS:   19 17:11:54     -114.906921        0.292974
BFGS:   20 17:11:54     -114.912720        0.244312
BFGS:   21 17:11:54     -114.917320        0.207236
BFGS:   22 17:11:54     -114.919807        0.099784
BFGS:   23 17:11:55     -114.921257        0.094643
BFGS:   24 17:11:55     -114.923103        0.215356
BFGS:   25 17:11:55     -114.925743        0.208592
BFGS:   26 17:11:55     -114.928574        0.164654
BFGS:   27 17:11:55     -114.930443        0.072866
BFGS:   28 17:11:55     -114.931351        0.079129
BFGS:   29 17:11:55     -114.932785        0.132375
BFGS:   30 17:11:55     -114.934601        0.159909
BFGS:   31 17:11:55     -114.936272        0.134815
BFGS:   32 17:11:55     -114.937294        0.079159
BFGS:   33 17:11:55     -114.937943        0.082100
BFGS:   34 17:11:55     -114.938675        0.087029
BFGS:   35 17:11:56     -114.939705        0.105805
BFGS:   36 17:11:56     -114.940681        0.084719
BFGS:   37 17:11:56     -114.941315        0.082705
BFGS:   38 17:11:56     -114.941811        0.099654
BFGS:   39 17:11:56     -114.942574        0.107731
BFGS:   40 17:11:56     -114.943459        0.109562
BFGS:   41 17:11:56     -114.944206        0.093540
BFGS:   42 17:11:56     -114.944740        0.057586
BFGS:   43 17:11:56     -114.945305        0.077881
BFGS:   44 17:11:56     -114.946136        0.100212
BFGS:   45 17:11:56     -114.947227        0.113348
BFGS:   46 17:11:56     -114.948143        0.088515
BFGS:   47 17:11:57     -114.948692        0.055290
BFGS:   48 17:11:57     -114.949211        0.079461
BFGS:   49 17:11:57     -114.950043        0.118040
BFGS:   50 17:11:57     -114.951317        0.132645
BFGS:   51 17:11:57     -114.952805        0.105183
BFGS:   52 17:11:57     -114.954063        0.065377
BFGS:   53 17:11:57     -114.955124        0.074733
BFGS:   54 17:11:57     -114.956474        0.106092
BFGS:   55 17:11:57     -114.959122        0.176051
BFGS:   56 17:11:57     -114.963425        0.195234
BFGS:   57 17:11:58     -114.967064        0.224040
BFGS:   58 17:11:58     -114.969666        0.270308
BFGS:   59 17:11:58     -114.974854        0.120401
BFGS:   60 17:11:58     -114.978851        0.261697
BFGS:   61 17:11:58     -114.985947        0.305453
BFGS:   62 17:11:58     -114.996544        0.295385
BFGS:   63 17:11:58     -115.004906        0.232076
BFGS:   64 17:11:58     -115.010353        0.132772
BFGS:   65 17:11:58     -115.015724        0.129826
BFGS:   66 17:11:59     -115.019379        0.128837
BFGS:   67 17:11:59     -115.024185        0.094137
BFGS:   68 17:11:59     -115.028824        0.164074
BFGS:   69 17:11:59     -115.033058        0.196073
BFGS:   70 17:11:59     -115.036484        0.134255
BFGS:   71 17:11:59     -115.038582        0.091276
BFGS:   72 17:11:59     -115.040268        0.102157
BFGS:   73 17:11:59     -115.042564        0.145533
BFGS:   74 17:11:59     -115.045906        0.193364
BFGS:   75 17:11:59     -115.050766        0.230806
BFGS:   76 17:11:59     -115.054260        0.331322
BFGS:   77 17:12:00     -115.058136        0.100125
BFGS:   78 17:12:00     -115.061417        0.108923
BFGS:   79 17:12:00     -115.056908        0.248361
BFGS:   80 17:12:00     -115.066460        0.100772
BFGS:   81 17:12:00     -115.068390        0.085636
BFGS:   82 17:12:00     -115.074242        0.111410
BFGS:   83 17:12:00     -115.076225        0.110610
BFGS:   84 17:12:00     -115.077950        0.068747
BFGS:   85 17:12:00     -115.078949        0.057509
BFGS:   86 17:12:00     -115.080429        0.089693
BFGS:   87 17:12:00     -115.081848        0.114191
BFGS:   88 17:12:00     -115.083199        0.113378
BFGS:   89 17:12:01     -115.084145        0.072729
BFGS:   90 17:12:01     -115.084885        0.057059
BFGS:   91 17:12:01     -115.085464        0.085318
BFGS:   92 17:12:01     -115.086151        0.111308
BFGS:   93 17:12:01     -115.086967        0.105748
BFGS:   94 17:12:01     -115.087624        0.061488
BFGS:   95 17:12:01     -115.087967        0.045355
      Step     Time          Energy          fmax
BFGS:    0 17:12:02     -118.918289        1.143554
BFGS:    1 17:12:02     -118.954941        0.762011
BFGS:    2 17:12:02     -118.996742        0.543177
BFGS:    3 17:12:02     -119.023277        0.484873
BFGS:    4 17:12:02     -119.036255        0.360198
BFGS:    5 17:12:02     -119.048286        0.345667
BFGS:    6 17:12:02     -119.058060        0.335080
BFGS:    7 17:12:02     -119.062958        0.225665
BFGS:    8 17:12:02     -119.065369        0.144562
BFGS:    9 17:12:02     -119.066986        0.188881
BFGS:   10 17:12:02     -119.068398        0.197318
BFGS:   11 17:12:03     -119.069443        0.107771
BFGS:   12 17:12:03     -119.069832        0.045311
      Step     Time          Energy          fmax
BFGS:    0 17:12:03     -118.438179        1.101437
BFGS:    1 17:12:03     -118.479652        0.565993
BFGS:    2 17:12:03     -118.575012        1.196905
BFGS:    3 17:12:03     -118.676926        1.748564
BFGS:    4 17:12:03     -118.741028        1.219659
BFGS:    5 17:12:03     -118.770203        0.464764
BFGS:    6 17:12:03     -118.796036        0.571776
BFGS:    7 17:12:03     -118.827202        1.076489
BFGS:    8 17:12:04     -118.877533        1.350890
BFGS:    9 17:12:04     -118.916542        1.001079
BFGS:   10 17:12:04     -118.943382        0.326133
BFGS:   11 17:12:04     -118.958946        0.477362
BFGS:   12 17:12:04     -118.981407        0.711822
BFGS:   13 17:12:04     -119.018387        0.951715
BFGS:   14 17:12:04     -119.046165        0.643244
BFGS:   15 17:12:04     -119.060425        0.309114
BFGS:   16 17:12:04     -119.073868        0.408513
BFGS:   17 17:12:04     -119.090614        0.785474
BFGS:   18 17:12:04     -119.116859        1.081835
BFGS:   19 17:12:04     -119.146194        0.968556
BFGS:   20 17:12:05     -119.169609        0.418829
BFGS:   21 17:12:05     -119.181915        0.316596
BFGS:   22 17:12:05     -119.190506        0.368171
BFGS:   23 17:12:05     -119.206680        0.581718
BFGS:   24 17:12:05     -119.219910        0.376534
BFGS:   25 17:12:05     -119.228996        0.214833
BFGS:   26 17:12:05     -119.233704        0.122649
BFGS:   27 17:12:05     -119.238068        0.216822
BFGS:   28 17:12:05     -119.243271        0.281988
BFGS:   29 17:12:05     -119.250160        0.257440
BFGS:   30 17:12:05     -119.254990        0.224379
BFGS:   31 17:12:06     -119.257729        0.119424
BFGS:   32 17:12:06     -119.259491        0.105659
BFGS:   33 17:12:06     -119.261642        0.165962
BFGS:   34 17:12:06     -119.264297        0.204608
BFGS:   35 17:12:06     -119.266541        0.160383
BFGS:   36 17:12:06     -119.267632        0.069893
BFGS:   37 17:12:06     -119.268196        0.066001
BFGS:   38 17:12:06     -119.268845        0.102425
BFGS:   39 17:12:06     -119.269859        0.168160
BFGS:   40 17:12:06     -119.271126        0.181682
BFGS:   41 17:12:06     -119.272202        0.111498
BFGS:   42 17:12:06     -119.272858        0.044360
      Step     Time          Energy          fmax
BFGS:    0 17:12:07     -118.746490        1.065857
BFGS:    1 17:12:07     -118.805603        0.994859
BFGS:    2 17:12:07     -118.993675        1.871082
BFGS:    3 17:12:07     -119.089935        1.734242
BFGS:    4 17:12:07     -119.129105        0.653622
BFGS:    5 17:12:07     -119.148712        0.370051
BFGS:    6 17:12:07     -119.164436        0.578016
BFGS:    7 17:12:07     -119.195023        0.799505
BFGS:    8 17:12:08     -119.213219        0.537094
BFGS:    9 17:12:08     -119.224182        0.277079
BFGS:   10 17:12:08     -119.229416        0.226969
BFGS:   11 17:12:08     -119.236618        0.450136
BFGS:   12 17:12:08     -119.248146        0.566197
BFGS:   13 17:12:08     -119.259399        0.414602
BFGS:   14 17:12:08     -119.264977        0.163796
BFGS:   15 17:12:08     -119.268227        0.124814
BFGS:   16 17:12:08     -119.270958        0.206933
BFGS:   17 17:12:08     -119.274597        0.248686
BFGS:   18 17:12:08     -119.278221        0.195905
BFGS:   19 17:12:08     -119.280373        0.090169
BFGS:   20 17:12:09     -119.281273        0.066839
BFGS:   21 17:12:09     -119.282021        0.102634
BFGS:   22 17:12:09     -119.283180        0.120740
BFGS:   23 17:12:09     -119.284256        0.088749
BFGS:   24 17:12:09     -119.284821        0.058273
